source,year,month,reporting_month,circle,division,subdivision,section,area,cat_code,category,total_services,billed_services,units,load
TG-SPDCL,2025,5,2025-05,SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,ISNP HV-2,9,EV CHARGING STATIONS,3,2,1.0,130.0
TG-SPDCL,2025,5,2025-05,SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,ISNP HV-4,9,EV CHARGING STATIONS,1,1,979.0,25.0
TG-SPDCL,2025,5,2025-05,SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,NARAYANKHED TOWN 2,9,EV CHARGING STATIONS,1,1,188.0,30.0
TG-SPDCL,2025,5,2025-05,SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,PALPANOOR,9,EV CHARGING STATIONS,1,1,102.0,54.0
TG-SPDCL,2025,5,2025-05,SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,ANDOLE,9,EV CHARGING STATIONS,1,1,442.0,30.0
TG-SPDCL,2025,5,2025-05,SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET,VIJAY JLM,9,EV CHARGING STATIONS,1,1,2811.0,54.0
TG-SPDCL,2025,5,2025-05,SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,SURARAM,9,EV CHARGING STATIONS,1,1,202.0,30.0
TG-SPDCL,2025,5,2025-05,SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,MADDIKUNTA,9,EV CHARGING STATIONS,1,1,422.0,54.0
TG-SPDCL,2025,5,2025-05,SANGAREDDY,SANGAREDDY,SADASIVPET,MUNIPALLY,KAMKOLE,9,EV CHARGING STATIONS,1,1,1355.0,51.0
TG-SPDCL,2025,5,2025-05,SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET,PEDDAPUR,9,EV CHARGING STATIONS,1,1,16.0,31.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIMPATNAM,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,ABDULLAPURMET,ABDULLA PUR METT,9,EV CHARGING STATIONS,2,1,2678.0,108.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,NADERGUL,9,EV CHARGING STATIONS,1,1,249.0,30.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,PATI GUDA,9,EV CHARGING STATIONS,1,1,2905.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,ABDULLAPURMET,BATA SINGARAM,9,EV CHARGING STATIONS,1,1,0.0,30.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,ABDULLAPURMET,BATASINGARAM,9,EV CHARGING STATIONS,1,,0.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,ABDULLAPURMET,JAFFAR GUDA,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,ABDULLAPURMET,KOTHA GUDA,9,EV CHARGING STATIONS,1,1,1256.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,ABDULLAPURMET,OUTER RING ROAD,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,ADIBATLA,CHINTA PALLY GUDA,9,EV CHARGING STATIONS,1,1,16.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,ADIBATLA,M. P. PATEL GUDA,9,EV CHARGING STATIONS,1,,0.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,ADIBATLA,MANGAL PALLY,9,EV CHARGING STATIONS,1,1,17.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,JINKALA BAVI,9,EV CHARGING STATIONS,1,1,80.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,KRISHNA NAGAR-,9,EV CHARGING STATIONS,1,1,0.0,7.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,VENKATESWARA COLON,9,EV CHARGING STATIONS,1,1,5420.0,12.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,MANIPURI & MASS COLONY,9,EV CHARGING STATIONS,1,1,9.0,13.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,CHANDRAPURI COLONY,9,EV CHARGING STATIONS,1,1,6333.0,65.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,SAI COLONY PHASE III,9,EV CHARGING STATIONS,1,,0.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,S B H COLONY (V-1),9,EV CHARGING STATIONS,1,1,6101.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,PATRIKEYA NAGAR,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SARSWATHI NAGAR COLONY,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SRINIVASA NAGAR,9,EV CHARGING STATIONS,1,1,4251.0,21.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,HAYATH NAGAR,R K PURAM,9,EV CHARGING STATIONS,1,1,0.0,30.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,RAMAKRISHNAPURAM,VIJAYA PURI,9,EV CHARGING STATIONS,2,2,12191.0,108.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,BALJAGUDA ROAD,9,EV CHARGING STATIONS,1,1,63.0,22.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,CT METERS,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,ROCK TOWN-II,9,EV CHARGING STATIONS,1,1,4913.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,SAI NAGAR COLONY-3,9,EV CHARGING STATIONS,1,1,2791.0,53.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,SRINIVASA HILLS,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,TYAGA RAYA NAGAR,9,EV CHARGING STATIONS,1,1,2142.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,VIJAYA GARDEN,9,EV CHARGING STATIONS,1,1,451.0,65.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,ADARSHNAGAR COLONY,9,EV CHARGING STATIONS,1,1,8957.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,ARUNODAYA COLONY-II,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,BANDLAGUDA,9,EV CHARGING STATIONS,1,1,0.0,18.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,HV CPT SOUTH,9,EV CHARGING STATIONS,1,1,128.0,22.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,HV-1,9,EV CHARGING STATIONS,1,1,2370.0,13.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,S N REDDY NAGAR,9,EV CHARGING STATIONS,1,1,654.0,30.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,SRINIVASACOLONY(L),9,EV CHARGING STATIONS,1,1,2202.0,5.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,NGO S COLONY,9,EV CHARGING STATIONS,2,2,6470.0,108.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,NGOS COLONY SECTOR III,9,EV CHARGING STATIONS,1,1,1203.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,R.S.S.GROUNDS,9,EV CHARGING STATIONS,1,1,3992.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,"SECTOR-5,NGOS COLONY",9,EV CHARGING STATIONS,1,1,4225.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,BADANGPET-HV,9,EV CHARGING STATIONS,4,4,2091.0,216.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,VIJAYAPURI COLONY PHASE - I,9,EV CHARGING STATIONS,1,1,3586.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,VIVEKANANDA NAGAR,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,YASHODA NAGAR,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,MEERPET JILLELGUDA CT METERS,9,EV CHARGING STATIONS,1,1,5187.0,54.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,PADMARAO NAGAR,C T METERS,9,EV CHARGING STATIONS,1,1,315.0,54.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,SECUNDERABAD,LALBAZAR,R.P. NILAYAM,HIGH VALVE-CT METERS (GRP-M),9,EV CHARGING STATIONS,3,3,7541.0,160.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,SECUNDERABAD,MAREDPALLY,MARREDPALLY,CT METERS (GRP-M),9,EV CHARGING STATIONS,1,1,4404.0,54.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GEETA NGR &VINAYAK NGR (GRP-M),9,EV CHARGING STATIONS,2,2,4308.0,35.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,PRASHANTH NAGAR CLY (GRP-B),9,EV CHARGING STATIONS,2,2,145.0,4.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,SVCIE-CT METER (GRP-M),9,EV CHARGING STATIONS,1,1,130.0,54.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,SECUNDERABAD,MAREDPALLY,GYMKHANA,CT METERS (GRP-M),9,EV CHARGING STATIONS,1,1,2295.0,40.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,C.T.METER  GRC (GRP-M),9,EV CHARGING STATIONS,2,2,16771.0,119.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,ASBESTOS CLY-II 415-812(GRP-B),9,EV CHARGING STATIONS,1,1,0.0,2.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,GIRI NAGAR (GRP-B),9,EV CHARGING STATIONS,1,,0.0,2.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,C T METERS,9,EV CHARGING STATIONS,4,3,13610.0,219.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,GOKUL NAGAR,9,EV CHARGING STATIONS,1,1,169.0,5.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,GRC HIGH VALUE (GRP-M),9,EV CHARGING STATIONS,1,1,1163.0,10.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,RR NAGAR & PS COLONY (GRP-M),9,EV CHARGING STATIONS,1,1,18.0,54.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,GRC HV TARNAKA,9,EV CHARGING STATIONS,1,1,3432.0,10.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,BORE-ST-GRC(AGL) (GRP-M),9,EV CHARGING STATIONS,1,1,3936.0,15.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,RAVINDERA NAGAR NORTH,9,EV CHARGING STATIONS,1,1,1137.0,8.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,LALLAGUDA,C T METERS,9,EV CHARGING STATIONS,2,2,1296.0,107.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,CT METERS (GRP-M),9,EV CHARGING STATIONS,1,1,1535.0,54.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,SECUNDERABAD,LALBAZAR,LALBAZAR,CT METERS (GRP-M),9,EV CHARGING STATIONS,1,1,1047.0,53.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,CT METERS KARKHANA (GRP-M),9,EV CHARGING STATIONS,1,1,2829.0,54.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,CT METERS (GRP-M),9,EV CHARGING STATIONS,1,1,5330.0,53.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,PARADISE,JAMES STREET,CLOCK TOWER,GRC HV CLOCK TOWER,9,EV CHARGING STATIONS,1,1,515.0,15.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,PARADISE,JAMES STREET,CLOCK TOWER,ONLY CT METERS,9,EV CHARGING STATIONS,2,2,0.0,108.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,CT METERS,9,EV CHARGING STATIONS,3,3,8246.0,134.0
TG-SPDCL,2025,5,2025-05,SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,GRC HIGH VALUE  A,9,EV CHARGING STATIONS,1,1,166.0,10.0
TG-SPDCL,2025,5,2025-05,SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-I,RANGADAMPALLY-HV,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SIDDIPET,SIDDIPET,DUBBAK,AKBARPET-BHOMPALLY,BHOOMPALLY,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,PONNAL,9,EV CHARGING STATIONS,2,2,1492.0,84.0
TG-SPDCL,2025,5,2025-05,SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-II,0144-LINEINESPECTER-1 HV,9,EV CHARGING STATIONS,1,1,657.0,30.0
TG-SPDCL,2025,5,2025-05,SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-I,AE TOWN-1-HV,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,KODAKANDLA,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SIDDIPET,GAJWEL,TUKKAPUR,KONDAPAK,THIMMAREDDY PALLY,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,RIMMANAGUDA,9,EV CHARGING STATIONS,3,3,2745.0,133.0
TG-SPDCL,2025,5,2025-05,SIDDIPET,GAJWEL,TUKKAPUR,KONDAPAK,VELKATTA,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SIDDIPET,GAJWEL,MULUGU,MULUGU,CH.TIMMAPUR,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SIDDIPET,GAJWEL,GAJWEL,GAJWEL,GAJWEL,9,EV CHARGING STATIONS,2,2,0.0,108.0
TG-SPDCL,2025,5,2025-05,SIDDIPET,GAJWEL,MULUGU,WARGAL,GOWRARAM,9,EV CHARGING STATIONS,2,2,2353.0,108.0
TG-SPDCL,2025,5,2025-05,SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,SHANTHINAGAR,9,EV CHARGING STATIONS,1,,0.0,54.0
TG-SPDCL,2025,5,2025-05,SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,PILLALAMARRY,9,EV CHARGING STATIONS,1,1,10.0,18.0
TG-SPDCL,2025,5,2025-05,SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI B,9,EV CHARGING STATIONS,1,1,11.0,15.0
TG-SPDCL,2025,5,2025-05,SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,RAYANGUDEM,9,EV CHARGING STATIONS,4,4,19798.0,259.0
TG-SPDCL,2025,5,2025-05,SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,CT METER,9,EV CHARGING STATIONS,2,2,14.0,69.0
TG-SPDCL,2025,5,2025-05,SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,HUSSAINABAD,9,EV CHARGING STATIONS,1,,0.0,54.0
TG-SPDCL,2025,5,2025-05,SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DORAKUNTA,9,EV CHARGING STATIONS,2,2,15.0,72.0
TG-SPDCL,2025,5,2025-05,SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,NALLABANDAGUDEM  A,9,EV CHARGING STATIONS,1,1,0.0,55.0
TG-SPDCL,2025,5,2025-05,SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,THAMMARA,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,33/11KV SS OUTDOOR BACK SIDE A,9,EV CHARGING STATIONS,1,1,543.0,30.0
TG-SPDCL,2025,5,2025-05,SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,BALAJI NAGAR,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,AKUPAMLA,9,EV CHARGING STATIONS,2,2,4330.0,113.0
TG-SPDCL,2025,5,2025-05,SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,MUKUNDAPURAM,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,TADVAI,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,DURAJPALLY,9,EV CHARGING STATIONS,2,2,10.0,108.0
TG-SPDCL,2025,5,2025-05,SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI A,9,EV CHARGING STATIONS,3,3,0.0,162.0
TG-SPDCL,2025,5,2025-05,SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,UNDRUGONDA,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,SURYAPET,HUZURNAGAR,HUZURNAGAR,HUZURNAGAR TOWN,REDDY BAZAR,9,EV CHARGING STATIONS,1,1,39.0,30.0
TG-SPDCL,2025,5,2025-05,VIKARABAD,VIKARABAD,VIKARABAD,MANNEGUDA,GANGU PALLY,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,AMADABAKULA,9,EV CHARGING STATIONS,1,1,66.0,54.0
TG-SPDCL,2025,5,2025-05,WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,KANIMETTA,9,EV CHARGING STATIONS,2,2,1820.0,80.0
TG-SPDCL,2025,5,2025-05,WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,MUMMALLAPALLY,9,EV CHARGING STATIONS,1,1,201.0,54.0
TG-SPDCL,2025,5,2025-05,WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,PALEM,9,EV CHARGING STATIONS,1,,0.0,54.0
TG-SPDCL,2025,5,2025-05,WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY RURA,NAGAVARAM,9,EV CHARGING STATIONS,1,,0.0,54.0
TG-SPDCL,2025,5,2025-05,YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,LAKKARAM,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,LINGOJI GUDEM,9,EV CHARGING STATIONS,2,2,238.0,94.0
TG-SPDCL,2025,5,2025-05,YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,MALKAPOOR,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,PANTHANGI,9,EV CHARGING STATIONS,2,2,0.0,108.0
TG-SPDCL,2025,5,2025-05,YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,TOOFRAN PET,9,EV CHARGING STATIONS,2,2,0.0,108.0
TG-SPDCL,2025,5,2025-05,YADADRI,BHONGIR,BHONGIR,BHONGIR _ RURAL,RAIGIR,9,EV CHARGING STATIONS,5,5,10325.0,242.0
TG-SPDCL,2025,5,2025-05,YADADRI,BHONGIR,BHONGIR,BHONGIR _ RURAL,WADAIGUDAM,9,EV CHARGING STATIONS,1,1,200.0,55.0
TG-SPDCL,2025,5,2025-05,YADADRI,BHONGIR,ALER,ALAIR,"JMJ SCHOOL,BERAPA TEMPLE,MILK",9,EV CHARGING STATIONS,1,1,16.0,54.0
TG-SPDCL,2025,5,2025-05,YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,BHONGIR(T),9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,YADADRI,BHONGIR,BHONGIR,M.T.PALLY,MULAKALAPALLY,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,YADADRI,BHONGIR,ALER,ALAIR,TANGUTOOR,9,EV CHARGING STATIONS,1,1,2.0,54.0
TG-SPDCL,2025,5,2025-05,YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,HANUMAPUR,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,YADADRI,BHONGIR,BHONGIR,M.T.PALLY,VASALAMARRY,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,5,2025-05,YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,PAGIDIPALLY,9,EV CHARGING STATIONS,2,2,0.0,108.0
TG-SPDCL,2025,5,2025-05,YADADRI,BHONGIR,BIBINAGAR,BIBINAGAR,BIBINAGR HQ,9,EV CHARGING STATIONS,1,1,21.0,54.0
TG-SPDCL,2025,5,2025-05,YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,SANJEEVA NAGAR HANMANWADA,9,EV CHARGING STATIONS,1,1,5314.0,54.0
TG-SPDCL,2025,5,2025-05,YADADRI,BHONGIR,BHONGIR,BHONGIR _ RURAL,JAMMAPUR,9,EV CHARGING STATIONS,1,,0.0,54.0
TG-SPDCL,2025,6,2025-06,BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,CT METERS,9,EV CHARGING STATIONS,1,1,5604.0,53.0
TG-SPDCL,2025,6,2025-06,BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,"GRC - P.GADDA, P.NAGAR",9,EV CHARGING STATIONS,1,1,855.0,10.0
TG-SPDCL,2025,6,2025-06,BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,GRC. SHYAMLAL,9,EV CHARGING STATIONS,1,1,1464.0,22.0
TG-SPDCL,2025,6,2025-06,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,HV ROAD NO 2 AND 3,9,EV CHARGING STATIONS,2,2,128.0,108.0
TG-SPDCL,2025,6,2025-06,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,"HV ROAD NO 7,8,9,10 AND 11",9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2025,6,2025-06,BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,CT METERS-GRC,9,EV CHARGING STATIONS,3,3,8337.0,162.0
TG-SPDCL,2025,6,2025-06,BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,GRC HIGH VALUES,9,EV CHARGING STATIONS,1,1,9312.0,53.0
TG-SPDCL,2025,6,2025-06,BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GRC HV GREENLANDS,9,EV CHARGING STATIONS,1,1,297.0,10.0
TG-SPDCL,2025,6,2025-06,BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NEW ERRAGADDA-BANJARA NAGAR,9,EV CHARGING STATIONS,1,1,5930.0,25.0
TG-SPDCL,2025,6,2025-06,BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,9,EV CHARGING STATIONS,1,1,155.0,8.0
