source,year,month,reporting_month,circle,division,subdivision,section,area,cat_code,category,total_services,billed_services,units,load
TG-SPDCL,2022,12,2022-12,RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,9,EV CHARGING STATIONS,1,1,3274.0,5.0
TG-SPDCL,2022,12,2022-12,RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,VINAYAK NAGAR,9,EV CHARGING STATIONS,1,1,388.0,5.0
TG-SPDCL,2022,12,2022-12,RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,IMAMGUDA,9,EV CHARGING STATIONS,1,1,17.0,15.0
TG-SPDCL,2022,12,2022-12,SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,ANDOLE,9,EV CHARGING STATIONS,1,1,116.0,30.0
TG-SPDCL,2022,12,2022-12,SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,RUDRARAM,9,EV CHARGING STATIONS,1,1,7.0,22.0
TG-SPDCL,2022,12,2022-12,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,CO-OP.BANK COLONY,9,EV CHARGING STATIONS,1,1,2915.0,5.0
TG-SPDCL,2022,12,2022-12,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,SAI COLONY,9,EV CHARGING STATIONS,1,1,31.0,22.0
TG-SPDCL,2022,12,2022-12,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,HV-1,9,EV CHARGING STATIONS,1,1,3331.0,13.0
TG-SPDCL,2022,12,2022-12,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,KRISHNA NAGAR-,9,EV CHARGING STATIONS,1,1,7.0,7.0
TG-SPDCL,2022,12,2022-12,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,VENKATESWARA COLON,9,EV CHARGING STATIONS,1,,0.0,12.0
TG-SPDCL,2022,12,2022-12,SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,HV CPT SOUTH,9,EV CHARGING STATIONS,1,1,423.0,22.0
TG-SPDCL,2022,12,2022-12,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,HASTINAPURAM CENTR,9,EV CHARGING STATIONS,1,1,5.0,22.0
TG-SPDCL,2022,12,2022-12,SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,S N REDDY NAGAR,9,EV CHARGING STATIONS,1,1,746.0,30.0
TG-SPDCL,2022,12,2022-12,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,MALLIKARJUNA NAGAR,9,EV CHARGING STATIONS,1,1,529.0,10.0
TG-SPDCL,2022,12,2022-12,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SRINIVASA NAGAR,9,EV CHARGING STATIONS,1,1,2813.0,5.0
TG-SPDCL,2022,12,2022-12,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,NADERGUL,9,EV CHARGING STATIONS,1,1,20.0,30.0
TG-SPDCL,2022,12,2022-12,SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,AYYAPPA NAGAR I (GRP-B),9,EV CHARGING STATIONS,1,1,59.0,2.0
TG-SPDCL,2022,12,2022-12,SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,GRC HIGH VALUE (GRP-M),9,EV CHARGING STATIONS,1,1,865.0,10.0
TG-SPDCL,2022,12,2022-12,SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,GRC HIGH VALUE,9,EV CHARGING STATIONS,1,1,87.0,10.0
TG-SPDCL,2022,12,2022-12,SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,ANTHAMMA GUDA (GRP-B),9,EV CHARGING STATIONS,1,1,169.0,5.0
TG-SPDCL,2022,12,2022-12,SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GEETA NGR &VINAYAK NGR (GRP-M),9,EV CHARGING STATIONS,1,1,636.0,10.0
TG-SPDCL,2022,12,2022-12,SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,PRASHANTH NAGAR CLY (GRP-B),9,EV CHARGING STATIONS,2,2,42.0,4.0
TG-SPDCL,2022,12,2022-12,SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,ASBESTOS CLY-II 415-812(GRP-B),9,EV CHARGING STATIONS,1,1,56.0,2.0
TG-SPDCL,2022,12,2022-12,SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,GIRI NAGAR (GRP-B),9,EV CHARGING STATIONS,1,1,30.0,2.0
TG-SPDCL,2022,12,2022-12,SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,RIMMANAGUDA,9,EV CHARGING STATIONS,1,1,334.0,25.0
TG-SPDCL,2022,12,2022-12,SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,PONNAL,9,EV CHARGING STATIONS,1,1,1221.0,30.0
TG-SPDCL,2022,12,2022-12,SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-II,LINGAREDDYPALLY,9,EV CHARGING STATIONS,1,1,184.0,30.0
TG-SPDCL,2022,12,2022-12,SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,PILLALAMARRY,9,EV CHARGING STATIONS,1,1,2.0,18.0
TG-SPDCL,2022,12,2022-12,SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI B,9,EV CHARGING STATIONS,1,1,15.0,15.0
TG-SPDCL,2022,12,2022-12,SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,LI 2,9,EV CHARGING STATIONS,1,1,11.0,15.0
TG-SPDCL,2022,12,2022-12,SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DORAKUNTA,9,EV CHARGING STATIONS,1,1,46.0,18.0
TG-SPDCL,2022,12,2022-12,YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,LINGOJI GUDEM,9,EV CHARGING STATIONS,1,1,42.0,40.0
TG-SPDCL,2023,1,2023-01,BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,GRC. SHYAMLAL,9,EV CHARGING STATIONS,1,1,1246.0,22.0
TG-SPDCL,2023,1,2023-01,BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GRC HV GREENLANDS,9,EV CHARGING STATIONS,1,1,227.0,10.0
TG-SPDCL,2023,1,2023-01,BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,9,EV CHARGING STATIONS,1,1,216.0,8.0
TG-SPDCL,2023,1,2023-01,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"CHURCH GULLY,MLA COLONY,APOLO",9,EV CHARGING STATIONS,1,1,1282.0,55.0
TG-SPDCL,2023,1,2023-01,BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GRC HIGH VALUES,9,EV CHARGING STATIONS,1,1,31.0,15.0
TG-SPDCL,2023,1,2023-01,BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HIGHVALUE,9,EV CHARGING STATIONS,1,1,2929.0,50.0
TG-SPDCL,2023,1,2023-01,BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JENCLAVE, GAFOOR,VITTAL NAGAR",9,EV CHARGING STATIONS,1,1,2381.0,20.0
TG-SPDCL,2023,1,2023-01,BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"VITTAL RAO NAGAR,GAFOORNAGAR",9,EV CHARGING STATIONS,2,2,56.0,3.0
TG-SPDCL,2023,1,2023-01,CYBERCITY,KONDAPUR,KONDAPUR,KONDAPUR,"JVG HILLS,CENTRAL PARK",9,EV CHARGING STATIONS,1,1,0.0,5.0
TG-SPDCL,2023,1,2023-01,CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,SOCIETY HV2,9,EV CHARGING STATIONS,1,1,328.0,15.0
TG-SPDCL,2023,1,2023-01,CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,VIVEKNAGAR,9,EV CHARGING STATIONS,1,1,397.0,5.0
TG-SPDCL,2023,1,2023-01,CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADINAGUDA HV,9,EV CHARGING STATIONS,1,1,304.0,22.0
TG-SPDCL,2023,1,2023-01,CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MIYAPUR HV,9,EV CHARGING STATIONS,1,1,13.0,45.0
TG-SPDCL,2023,1,2023-01,CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,GOPALA NAGAR,9,EV CHARGING STATIONS,1,1,430.0,5.0
TG-SPDCL,2023,1,2023-01,CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,PRAJAY MEGAPOLIS PVT LTD,9,EV CHARGING STATIONS,2,2,87.0,4.0
TG-SPDCL,2023,1,2023-01,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,NANAKRAMGUDA-2,9,EV CHARGING STATIONS,1,1,1573.0,45.0
TG-SPDCL,2023,1,2023-01,HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,MYTHRI ENCLAVE,9,EV CHARGING STATIONS,1,1,2492.0,5.0
TG-SPDCL,2023,1,2023-01,HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,YAPRAL HV,9,EV CHARGING STATIONS,1,1,300.0,14.0
TG-SPDCL,2023,1,2023-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,MOULA - ALI (HV),9,EV CHARGING STATIONS,1,1,195.0,22.0
TG-SPDCL,2023,1,2023-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,SADULLA NAGAR,9,EV CHARGING STATIONS,1,1,1545.0,5.0
TG-SPDCL,2023,1,2023-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,UPPERGUDA,9,EV CHARGING STATIONS,2,2,47.0,4.0
TG-SPDCL,2023,1,2023-01,HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,SRINIVAS NAGAR 2,9,EV CHARGING STATIONS,1,1,25.0,2.0
TG-SPDCL,2023,1,2023-01,HABSIGUDA,KEESARA,KEESARA,NAGARAM,NAGARAM,9,EV CHARGING STATIONS,1,1,0.0,15.0
TG-SPDCL,2023,1,2023-01,HABSIGUDA,KEESARA,GHATKESAR,GHATKESAR,GHATKESAR,9,EV CHARGING STATIONS,1,1,0.0,30.0
TG-SPDCL,2023,1,2023-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,HANUMAN NAGAR,9,EV CHARGING STATIONS,1,1,154.0,10.0
TG-SPDCL,2023,1,2023-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,KOUNDINYA NAGAR,9,EV CHARGING STATIONS,1,1,4077.0,5.0
TG-SPDCL,2023,1,2023-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,NACHARAM,9,EV CHARGING STATIONS,1,1,11.0,15.0
TG-SPDCL,2023,1,2023-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,JAI SANTHOSHI NAGAR,9,EV CHARGING STATIONS,1,1,3459.0,5.0
TG-SPDCL,2023,1,2023-01,HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,GRC HV SHANKARMUTT,9,EV CHARGING STATIONS,1,1,130.0,15.0
TG-SPDCL,2023,1,2023-01,HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,KAPADIA LANE,9,EV CHARGING STATIONS,1,1,828.0,22.0
TG-SPDCL,2023,1,2023-01,HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,MARUTHI NAGAR,9,EV CHARGING STATIONS,1,1,1169.0,17.0
TG-SPDCL,2023,1,2023-01,HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,CHUDI BAZAR,GRCHV CHUDIBAZAR,9,EV CHARGING STATIONS,1,1,885.0,22.0
TG-SPDCL,2023,1,2023-01,MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,KATARAM,9,EV CHARGING STATIONS,1,1,1376.0,54.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,ATTIVELLY HV,9,EV CHARGING STATIONS,1,1,156.0,45.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,JAGADGIRI GUTTA,DEVAMMA BASTHI,9,EV CHARGING STATIONS,1,1,0.0,2.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,AMR ROAD CENTRAL PARK,9,EV CHARGING STATIONS,1,1,430.0,18.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY HV,9,EV CHARGING STATIONS,1,1,196.0,22.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,BAHADURPALLY HV(GRP M),9,EV CHARGING STATIONS,1,1,1922.0,45.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,PEDDAMMA COLONY,9,EV CHARGING STATIONS,1,1,305.0,8.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,THUMUKUNTA,9,EV CHARGING STATIONS,1,1,25.0,30.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,PADMA NAGAR PH-2 EAST,9,EV CHARGING STATIONS,1,1,0.0,2.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,QPUR VILLAGE AUTOSTAND,9,EV CHARGING STATIONS,1,1,2.0,2.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,CT&HV,9,EV CHARGING STATIONS,1,1,526.0,22.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,HYDERNAGAR CT METERS,9,EV CHARGING STATIONS,2,1,1159.0,33.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,MAYURI NAGAR,9,EV CHARGING STATIONS,1,1,0.0,2.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,KUKATPALLY,MIYAPUR,MIYAPUR,MYP CT,9,EV CHARGING STATIONS,1,1,2199.0,20.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,KUKATPALLY,MIYAPUR,NIZAMPET,NIZAMPET CT,9,EV CHARGING STATIONS,1,1,395.0,45.0
TG-SPDCL,2023,1,2023-01,MEDCHAL,KUKATPALLY,KUKATPALLY,ALLWYN COLONY,PAPARAYUDU NAGAR-2,9,EV CHARGING STATIONS,1,1,2879.0,5.0
TG-SPDCL,2023,1,2023-01,NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PAMANGUNDLA,9,EV CHARGING STATIONS,1,1,12.0,18.0
TG-SPDCL,2023,1,2023-01,NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETPALLY TOWN2,9,EV CHARGING STATIONS,1,1,0.0,18.0
TG-SPDCL,2023,1,2023-01,NALGONDA,NALGONDA,NALGONDA RURAL,THIPPARTHY,KOTTAGUDEM,9,EV CHARGING STATIONS,1,1,1381.0,25.0
TG-SPDCL,2023,1,2023-01,NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,GANDHAMVARIGUDA,9,EV CHARGING STATIONS,1,,0.0,25.0
TG-SPDCL,2023,1,2023-01,NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA-DVK ROAD,9,EV CHARGING STATIONS,1,,0.0,30.0
TG-SPDCL,2023,1,2023-01,RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SHAHEEN NAGAR II,9,EV CHARGING STATIONS,1,1,19.0,15.0
TG-SPDCL,2023,1,2023-01,RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,GAGANPAHAD,9,EV CHARGING STATIONS,1,1,202.0,22.0
TG-SPDCL,2023,1,2023-01,RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,SHASTRIPURAM,9,EV CHARGING STATIONS,1,,0.0,5.0
TG-SPDCL,2023,1,2023-01,RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,9,EV CHARGING STATIONS,1,1,2199.0,5.0
TG-SPDCL,2023,1,2023-01,RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,VINAYAK NAGAR,9,EV CHARGING STATIONS,1,1,91.0,5.0
TG-SPDCL,2023,1,2023-01,RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,IMAMGUDA,9,EV CHARGING STATIONS,1,1,56.0,15.0
TG-SPDCL,2023,1,2023-01,SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,RUDRARAM,9,EV CHARGING STATIONS,1,1,4.0,22.0
TG-SPDCL,2023,1,2023-01,SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,ANDOLE,9,EV CHARGING STATIONS,1,1,65.0,30.0
TG-SPDCL,2023,1,2023-01,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,VENKATESWARA COLON,9,EV CHARGING STATIONS,1,1,196.0,12.0
TG-SPDCL,2023,1,2023-01,SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,HV CPT SOUTH,9,EV CHARGING STATIONS,1,1,163.0,22.0
TG-SPDCL,2023,1,2023-01,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,HASTINAPURAM CENTR,9,EV CHARGING STATIONS,1,1,15.0,22.0
TG-SPDCL,2023,1,2023-01,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,CO-OP.BANK COLONY,9,EV CHARGING STATIONS,1,1,3205.0,5.0
TG-SPDCL,2023,1,2023-01,SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,S N REDDY NAGAR,9,EV CHARGING STATIONS,1,1,527.0,30.0
TG-SPDCL,2023,1,2023-01,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,HV-1,9,EV CHARGING STATIONS,1,1,4072.0,13.0
TG-SPDCL,2023,1,2023-01,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,KRISHNA NAGAR-,9,EV CHARGING STATIONS,1,1,7.0,7.0
TG-SPDCL,2023,1,2023-01,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,MANIPURI & MASS COLONY,9,EV CHARGING STATIONS,1,,0.0,13.0
TG-SPDCL,2023,1,2023-01,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,NADERGUL,9,EV CHARGING STATIONS,1,1,82.0,30.0
TG-SPDCL,2023,1,2023-01,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,MALLIKARJUNA NAGAR,9,EV CHARGING STATIONS,1,1,339.0,10.0
TG-SPDCL,2023,1,2023-01,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SRINIVASA NAGAR,9,EV CHARGING STATIONS,1,1,2627.0,5.0
TG-SPDCL,2023,1,2023-01,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,SAI COLONY,9,EV CHARGING STATIONS,1,1,69.0,22.0
TG-SPDCL,2023,1,2023-01,SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,GRC HIGH VALUE,9,EV CHARGING STATIONS,1,1,181.0,10.0
TG-SPDCL,2023,1,2023-01,SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GEETA NGR &VINAYAK NGR (GRP-M),9,EV CHARGING STATIONS,1,1,376.0,10.0
TG-SPDCL,2023,1,2023-01,SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,ANTHAMMA GUDA (GRP-B),9,EV CHARGING STATIONS,1,1,64.0,5.0
TG-SPDCL,2023,1,2023-01,SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,PRASHANTH NAGAR CLY (GRP-B),9,EV CHARGING STATIONS,2,2,51.0,4.0
TG-SPDCL,2023,1,2023-01,SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,ASBESTOS CLY-II 415-812(GRP-B),9,EV CHARGING STATIONS,1,1,30.0,2.0
TG-SPDCL,2023,1,2023-01,SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,GIRI NAGAR (GRP-B),9,EV CHARGING STATIONS,1,1,32.0,2.0
TG-SPDCL,2023,1,2023-01,SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,AYYAPPA NAGAR I (GRP-B),9,EV CHARGING STATIONS,1,1,49.0,2.0
TG-SPDCL,2023,1,2023-01,SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,GRC HIGH VALUE (GRP-M),9,EV CHARGING STATIONS,1,1,927.0,10.0
TG-SPDCL,2023,1,2023-01,SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-II,LINGAREDDYPALLY,9,EV CHARGING STATIONS,1,1,231.0,30.0
TG-SPDCL,2023,1,2023-01,SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,RIMMANAGUDA,9,EV CHARGING STATIONS,1,1,173.0,25.0
TG-SPDCL,2023,1,2023-01,SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,PONNAL,9,EV CHARGING STATIONS,1,1,1770.0,30.0
TG-SPDCL,2023,1,2023-01,SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI B,9,EV CHARGING STATIONS,1,1,18.0,15.0
TG-SPDCL,2023,1,2023-01,SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,LI 2,9,EV CHARGING STATIONS,1,1,18.0,15.0
TG-SPDCL,2023,1,2023-01,SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DORAKUNTA,9,EV CHARGING STATIONS,1,1,13.0,18.0
TG-SPDCL,2023,1,2023-01,SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,33/11KV SS OUTDOOR BACK SIDE A,9,EV CHARGING STATIONS,1,,0.0,30.0
TG-SPDCL,2023,1,2023-01,SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,PILLALAMARRY,9,EV CHARGING STATIONS,1,1,1.0,18.0
TG-SPDCL,2023,1,2023-01,YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,LINGOJI GUDEM,9,EV CHARGING STATIONS,1,1,52.0,40.0
TG-SPDCL,2023,2,2023-02,BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,9,EV CHARGING STATIONS,1,1,139.0,8.0
TG-SPDCL,2023,2,2023-02,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"CHURCH GULLY,MLA COLONY,APOLO",9,EV CHARGING STATIONS,1,1,1525.0,55.0
TG-SPDCL,2023,2,2023-02,BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GRC HIGH VALUES,9,EV CHARGING STATIONS,1,1,106.0,15.0
TG-SPDCL,2023,2,2023-02,BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HIGHVALUE,9,EV CHARGING STATIONS,1,1,1081.0,50.0
TG-SPDCL,2023,2,2023-02,BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JENCLAVE, GAFOOR,VITTAL NAGAR",9,EV CHARGING STATIONS,1,1,1804.0,20.0
TG-SPDCL,2023,2,2023-02,BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"VITTAL RAO NAGAR,GAFOORNAGAR",9,EV CHARGING STATIONS,2,2,61.0,3.0
TG-SPDCL,2023,2,2023-02,BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,GRC. SHYAMLAL,9,EV CHARGING STATIONS,1,1,591.0,22.0
TG-SPDCL,2023,2,2023-02,BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GRC HV GREENLANDS,9,EV CHARGING STATIONS,1,1,449.0,10.0
TG-SPDCL,2023,2,2023-02,CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADINAGUDA HV,9,EV CHARGING STATIONS,1,1,403.0,22.0
TG-SPDCL,2023,2,2023-02,CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MIYAPUR HV,9,EV CHARGING STATIONS,1,1,269.0,45.0
TG-SPDCL,2023,2,2023-02,CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,GOPALA NAGAR,9,EV CHARGING STATIONS,1,1,207.0,5.0
TG-SPDCL,2023,2,2023-02,CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,PRAJAY MEGAPOLIS PVT LTD,9,EV CHARGING STATIONS,2,2,99.0,4.0
TG-SPDCL,2023,2,2023-02,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,NANAKRAMGUDA-2,9,EV CHARGING STATIONS,1,1,1930.0,45.0
TG-SPDCL,2023,2,2023-02,CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,SOCIETY HV2,9,EV CHARGING STATIONS,1,1,144.0,15.0
TG-SPDCL,2023,2,2023-02,CYBERCITY,KONDAPUR,KONDAPUR,KONDAPUR,"JVG HILLS,CENTRAL PARK",9,EV CHARGING STATIONS,1,1,0.0,5.0
TG-SPDCL,2023,2,2023-02,CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,VIVEKNAGAR,9,EV CHARGING STATIONS,1,1,319.0,5.0
TG-SPDCL,2023,2,2023-02,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,MOULA - ALI (HV),9,EV CHARGING STATIONS,1,1,50.0,22.0
TG-SPDCL,2023,2,2023-02,HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,SRINIVAS NAGAR 2,9,EV CHARGING STATIONS,1,1,48.0,2.0
TG-SPDCL,2023,2,2023-02,HABSIGUDA,KEESARA,KEESARA,NAGARAM,NAGARAM,9,EV CHARGING STATIONS,1,1,0.0,15.0
TG-SPDCL,2023,2,2023-02,HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,MYTHRI ENCLAVE,9,EV CHARGING STATIONS,1,1,2584.0,5.0
TG-SPDCL,2023,2,2023-02,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,SADULLA NAGAR,9,EV CHARGING STATIONS,1,1,2603.0,5.0
TG-SPDCL,2023,2,2023-02,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,UPPERGUDA,9,EV CHARGING STATIONS,2,2,41.0,4.0
