year,month,units,load,total_services,billed_services,circle_count,division_count,subdivision_count,charging_station_count,latitude,longitude,district_area_sqkm,quarter,year_index,month_of_year,is_first_month,is_last_month,stations_per_sqkm,units_per_station,load_per_station,services_per_station,billed_service_ratio,average_units_per_service,average_load_per_service,average_units_per_billed_service,previous_month_units,previous_month_load,rolling_average_3m,rolling_average_6m,rolling_average_12m,rolling_std_3m,rolling_std_6m,rolling_max_6m,rolling_min_6m,monthly_growth_rate,monthly_load_growth,cumulative_units,cumulative_load
2024,12,976.0,105.0,3,3.0,1,1,1,3,19.519845239095925,78.5658902721029,3999.9751418715546,4,3,12,0,0,0.000750004660928049,325.3333333333333,35.0,1.0,1.0,325.3333333333333,35.0,325.3333333333333,1086.0,105.0,826.6666666666666,949.0,1029.75,225.02518377580242,301.72769180173,1419.0,683.0,-10.128913443830571,0.0,21161.0,2415.0
2025,1,1300.0,105.0,3,3.0,1,1,1,3,19.519845239095925,78.5658902721029,3999.9751418715546,1,4,1,0,0,0.000750004660928049,433.3333333333333,35.0,1.0,1.0,433.3333333333333,35.0,433.3333333333333,976.0,105.0,915.0,875.1666666666666,1001.5,208.3098653448756,201.15607539089225,1101.0,683.0,33.19672131147541,0.0,22137.0,2520.0
2025,2,1029.0,105.0,3,3.0,1,1,1,3,19.519845239095925,78.5658902721029,3999.9751418715546,1,4,2,0,0,0.000750004660928049,343.0,35.0,1.0,1.0,343.0,35.0,343.0,1300.0,105.0,1120.6666666666667,976.1666666666666,1008.9166666666666,164.75840899126587,240.32263036731777,1300.0,683.0,-20.846153846153847,0.0,23437.0,2625.0
2025,3,1820.0,105.0,3,3.0,1,1,1,3,19.519845239095925,78.5658902721029,3999.9751418715546,1,4,3,0,0,0.000750004660928049,606.6666666666666,35.0,1.0,1.0,606.6666666666666,35.0,606.6666666666666,1029.0,105.0,1101.6666666666667,964.1666666666666,991.4166666666666,173.79393928826536,234.57145322196905,1300.0,683.0,76.87074829931973,0.0,24466.0,2730.0
2025,4,936.0,105.0,3,3.0,1,1,1,3,19.519845239095925,78.5658902721029,3999.9751418715546,2,4,4,0,0,0.000750004660928049,312.0,35.0,1.0,1.0,312.0,35.0,312.0,1820.0,105.0,1383.0,1149.0,1082.3333333333333,401.9788551652927,384.3165362042075,1820.0,683.0,-48.57142857142857,0.0,26286.0,2835.0
2025,5,1844.0,105.0,3,3.0,1,1,1,3,19.519845239095925,78.5658902721029,3999.9751418715546,2,4,5,0,0,0.000750004660928049,614.6666666666666,35.0,1.0,1.0,614.6666666666666,35.0,614.6666666666666,936.0,105.0,1261.6666666666667,1191.1666666666667,1076.4166666666667,485.76160133684186,333.47888488878374,1820.0,936.0,97.00854700854701,0.0,27222.0,2940.0
2025,6,1458.0,105.0,3,3.0,1,1,1,3,19.519845239095925,78.5658902721029,3999.9751418715546,2,4,6,0,0,0.000750004660928049,486.0,35.0,1.0,1.0,486.0,35.0,486.0,1844.0,105.0,1533.3333333333333,1317.5,1133.25,517.4450051293687,418.42836901911915,1844.0,936.0,-20.932754880694144,0.0,29066.0,3045.0
2025,7,1317.0,105.0,3,3.0,1,1,1,3,19.519845239095925,78.5658902721029,3999.9751418715546,3,4,7,0,0,0.000750004660928049,439.0,35.0,1.0,1.0,439.0,35.0,439.0,1458.0,105.0,1412.6666666666667,1397.8333333333333,1136.5,455.69434200276464,384.6579866149498,1844.0,936.0,-9.670781893004115,0.0,30524.0,3150.0
2025,8,1106.0,105.0,3,3.0,1,1,1,3,19.519845239095925,78.5658902721029,3999.9751418715546,3,4,8,0,0,0.000750004660928049,368.6666666666667,35.0,1.0,1.0,368.6666666666667,35.0,368.6666666666667,1317.0,105.0,1539.6666666666667,1400.6666666666667,1188.4166666666667,272.82656273415245,383.85500734869527,1844.0,936.0,-16.021260440394837,0.0,31841.0,3255.0
2025,9,1413.0,105.0,3,3.0,1,1,1,3,19.519845239095925,78.5658902721029,3999.9751418715546,3,4,9,0,0,0.000750004660928049,471.0,35.0,1.0,1.0,471.0,35.0,471.0,1106.0,105.0,1293.6666666666667,1413.5,1188.8333333333333,177.1562398938655,369.9804048865294,1844.0,936.0,27.75768535262206,0.0,32947.0,3360.0
2025,10,1469.0,255.0,6,4.0,1,2,3,3,19.519845239095925,78.5658902721029,3999.9751418715546,4,4,10,0,0,0.000750004660928049,489.6666666666667,85.0,2.0,0.6666666666666666,244.83333333333334,42.5,367.25,1413.0,105.0,1278.6666666666667,1345.6666666666667,1247.3333333333333,157.0488246798837,313.55297266437583,1844.0,936.0,3.9631988676574665,142.85714285714286,34360.0,3465.0
2025,11,1639.0,305.0,7,7.0,1,2,3,3,19.519845239095925,78.5658902721029,3999.9751418715546,4,4,11,0,0,0.000750004660928049,546.3333333333334,101.66666666666667,2.3333333333333335,1.0,234.14285714285714,43.57142857142857,234.14285714285714,1469.0,255.0,1329.3333333333333,1434.5,1312.8333333333333,195.42858883319184,241.5009316752221,1844.0,1106.0,11.572498298162015,19.607843137254903,35829.0,3720.0
2025,12,1934.0,305.0,7,7.0,1,2,3,3,19.519845239095925,78.5658902721029,3999.9751418715546,4,4,12,0,0,0.000750004660928049,644.6666666666666,101.66666666666667,2.3333333333333335,1.0,276.2857142857143,43.57142857142857,276.2857142857143,1639.0,305.0,1507.0,1400.3333333333333,1358.9166666666667,117.6945198384321,178.17931043380685,1639.0,1106.0,17.998779743746187,0.0,37468.0,4025.0
2026,1,2232.0,425.0,8,7.0,1,2,3,3,19.519845239095925,78.5658902721029,3999.9751418715546,1,5,1,0,0,0.000750004660928049,744.0,141.66666666666666,2.6666666666666665,0.875,279.0,53.125,318.85714285714283,1934.0,305.0,1680.6666666666667,1479.6666666666667,1438.75,235.2835169180623,283.7080659175327,1934.0,1106.0,15.408479834539813,39.34426229508197,39402.0,4330.0
2026,2,3121.0,425.0,8,8.0,1,2,3,3,19.519845239095925,78.5658902721029,3999.9751418715546,1,5,2,0,0,0.000750004660928049,1040.3333333333333,141.66666666666666,2.6666666666666665,1.0,390.125,53.125,390.125,2232.0,425.0,1935.0,1632.1666666666667,1516.4166666666667,296.5012647527803,400.6142367248915,2232.0,1106.0,39.82974910394265,0.0,41634.0,4755.0
2026,3,4219.0,545.0,9,8.0,1,2,3,3,19.519845239095925,78.5658902721029,3999.9751418715546,1,5,3,0,0,0.000750004660928049,1406.3333333333333,181.66666666666666,3.0,0.8888888888888888,468.77777777777777,60.55555555555556,527.375,3121.0,425.0,2429.0,1968.0,1690.75,617.5346144144452,642.7329149810217,3121.0,1413.0,35.18103172060237,28.235294117647058,44755.0,5180.0
2026,4,7663.0,545.0,9,9.0,1,2,3,3,19.519845239095925,78.5658902721029,3999.9751418715546,2,5,4,0,0,0.000750004660928049,2554.3333333333335,181.66666666666666,3.0,1.0,851.4444444444445,60.55555555555556,851.4444444444445,4219.0,545.0,3190.6666666666665,2435.6666666666665,1890.6666666666667,995.3302634469271,1049.9744123866394,4219.0,1469.0,81.63071817966343,0.0,48974.0,5725.0
2026,5,8337.0,545.0,9,9.0,1,2,3,3,19.519845239095925,78.5658902721029,3999.9751418715546,2,5,5,0,0,0.000750004660928049,2779.0,181.66666666666666,3.0,1.0,926.3333333333334,60.55555555555556,926.3333333333334,7663.0,545.0,5001.0,3468.0,2451.25,2369.827841848431,2258.6955527472055,7663.0,1639.0,8.795510896515724,0.0,56637.0,6270.0
2026,6,7310.0,545.0,9,9.0,1,2,3,3,19.519845239095925,78.5658902721029,3999.9751418715546,2,5,6,0,1,0.000750004660928049,2436.6666666666665,181.66666666666666,3.0,1.0,812.2222222222222,60.55555555555556,812.2222222222222,8337.0,545.0,6739.666666666667,4584.333333333333,2992.3333333333335,2208.820801543964,2771.0376155272006,8337.0,1934.0,-12.318579824877053,0.0,64974.0,6815.0
2023,1,222.0,60.0,2,1.0,1,2,2,5,17.690286621315373,80.71671358448195,6901.593506517005,1,2,1,1,0,0.0007244703698180171,44.4,12.0,0.4,0.5,111.0,30.0,222.0,,,,,,,,,,,,,
2023,2,233.0,145.0,5,3.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,1,2,2,0,0,0.0007244703698180171,46.6,29.0,1.0,0.6,46.6,29.0,77.66666666666667,222.0,60.0,222.0,222.0,222.0,,,,,4.954954954954955,141.66666666666666,222.0,60.0
2023,3,738.0,145.0,5,5.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,1,2,3,0,0,0.0007244703698180171,147.6,29.0,1.0,1.0,147.6,29.0,147.6,233.0,145.0,227.5,227.5,227.5,,,,,216.73819742489272,0.0,455.0,205.0
2023,4,861.0,145.0,5,5.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,2,2,4,0,0,0.0007244703698180171,172.2,29.0,1.0,1.0,172.2,29.0,172.2,738.0,145.0,397.6666666666667,397.6666666666667,397.6666666666667,294.7886248370743,,,,16.666666666666668,0.0,1193.0,350.0
2023,5,1097.0,145.0,5,5.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,2,2,5,0,0,0.0007244703698180171,219.4,29.0,1.0,1.0,219.4,29.0,219.4,861.0,145.0,610.6666666666666,513.5,513.5,332.8007411850721,,,,27.40998838559814,0.0,2054.0,495.0
2023,6,1353.0,145.0,5,5.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,2,2,6,0,0,0.0007244703698180171,270.6,29.0,1.0,1.0,270.6,29.0,270.6,1097.0,145.0,898.6666666666666,630.2,630.2,182.4399444566167,,,,23.336371923427528,0.0,3151.0,640.0
2023,7,1266.0,145.0,5,5.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,3,2,7,0,0,0.0007244703698180171,253.2,29.0,1.0,1.0,253.2,29.0,253.2,1353.0,145.0,1103.6666666666667,750.6666666666666,750.6666666666666,246.06774135049352,456.62968220065005,1353.0,222.0,-6.430155210643015,0.0,4504.0,785.0
2023,8,1109.0,145.0,5,5.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,3,2,8,0,0,0.0007244703698180171,221.8,29.0,1.0,1.0,221.8,29.0,221.8,1266.0,145.0,1238.6666666666667,924.6666666666666,824.2857142857143,130.17040114147824,411.5768053069398,1353.0,233.0,-12.40126382306477,0.0,5770.0,930.0
2023,9,1052.0,175.0,6,6.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,3,2,9,0,0,0.0007244703698180171,210.4,35.0,1.2,1.0,175.33333333333334,29.166666666666668,175.33333333333334,1109.0,145.0,1242.6666666666667,1070.6666666666667,859.875,123.66217422208523,234.37462888859497,1353.0,738.0,-5.139765554553652,20.689655172413794,6879.0,1075.0
2023,10,988.0,175.0,6,6.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,4,2,10,0,0,0.0007244703698180171,197.6,35.0,1.2,1.0,164.66666666666666,29.166666666666668,164.66666666666666,1052.0,175.0,1142.3333333333333,1123.0,881.2222222222222,110.82568895943469,171.9918602725139,1353.0,861.0,-6.083650190114068,0.0,7931.0,1250.0
2023,11,974.0,175.0,6,6.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,4,2,11,0,0,0.0007244703698180171,194.8,35.0,1.2,1.0,162.33333333333334,29.166666666666668,162.33333333333334,988.0,175.0,1049.6666666666667,1144.1666666666667,891.9,60.53373714990145,137.6944685405576,1353.0,988.0,-1.417004048582996,0.0,8919.0,1425.0
2023,12,946.0,175.0,6,6.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,4,2,12,0,0,0.0007244703698180171,189.2,35.0,1.2,1.0,157.66666666666666,29.166666666666668,157.66666666666666,974.0,175.0,1004.6666666666666,1123.6666666666667,899.3636363636364,41.58525379666894,154.27853598821392,1353.0,974.0,-2.8747433264887063,0.0,9893.0,1600.0
2024,1,950.0,175.0,6,6.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,1,3,1,0,0,0.0007244703698180171,190.0,35.0,1.2,1.0,158.33333333333334,29.166666666666668,158.33333333333334,946.0,175.0,969.3333333333334,1055.8333333333333,903.25,21.385353243128247,118.63627888073124,1266.0,946.0,0.42283298097251587,0.0,10839.0,1775.0
2024,2,1534.0,175.0,6,6.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,1,3,2,0,0,0.0007244703698180171,306.8,35.0,1.2,1.0,255.66666666666666,29.166666666666668,255.66666666666666,950.0,175.0,956.6666666666666,1003.1666666666666,963.9166666666666,15.143755588802142,64.4373080339849,1109.0,946.0,61.473684210526315,0.0,11789.0,1950.0
2024,3,1252.0,175.0,6,6.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,1,3,3,0,0,0.0007244703698180171,250.4,35.0,1.2,1.0,208.66666666666666,29.166666666666668,208.66666666666666,1534.0,175.0,1143.3333333333333,1074.0,1072.3333333333333,338.3331691296811,228.57821418499174,1534.0,946.0,-18.383311603650586,0.0,13323.0,2125.0
2024,4,1354.0,175.0,6,6.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,2,3,4,0,0,0.0007244703698180171,270.8,35.0,1.2,1.0,225.66666666666666,29.166666666666668,225.66666666666666,1252.0,175.0,1245.3333333333333,1107.3333333333333,1115.1666666666667,292.05707204814166,239.0704219820315,1534.0,946.0,8.146964856230031,0.0,14575.0,2300.0
2024,5,1616.0,175.0,6,6.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,2,3,5,0,0,0.0007244703698180171,323.2,35.0,1.2,1.0,269.3333333333333,29.166666666666668,269.3333333333333,1354.0,175.0,1380.0,1168.3333333333333,1156.25,142.7865539888126,249.01860706916378,1534.0,946.0,19.35007385524372,0.0,15929.0,2475.0
2024,6,1317.0,175.0,6,6.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,2,3,6,0,0,0.0007244703698180171,263.4,35.0,1.2,1.0,219.5,29.166666666666668,219.5,1616.0,175.0,1407.3333333333333,1275.3333333333333,1199.5,187.7693620730854,284.25246993942994,1616.0,946.0,-18.502475247524753,0.0,17545.0,2650.0
2024,7,1221.0,175.0,6,6.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,3,3,7,0,0,0.0007244703698180171,244.2,35.0,1.2,1.0,203.5,29.166666666666668,203.5,1317.0,175.0,1429.0,1337.1666666666667,1196.5,163.00000000000037,234.23613441710162,1616.0,950.0,-7.289293849658314,0.0,18862.0,2825.0
2024,8,1071.0,175.0,6,6.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,3,3,8,0,0,0.0007244703698180171,214.2,35.0,1.2,1.0,178.5,29.166666666666668,178.5,1221.0,175.0,1384.6666666666667,1382.3333333333333,1192.75,206.01051753086165,158.54925627913386,1616.0,1221.0,-12.285012285012286,0.0,20083.0,3000.0
2024,9,1380.0,175.0,6,6.0,1,2,5,5,17.690286621315373,80.71671358448195,6901.593506517005,3,3,9,0,0,0.0007244703698180171,276.0,35.0,1.2,1.0,230.0,29.166666666666668,230.0,1071.0,175.0,1203.0,1305.1666666666667,1189.5833333333333,123.9838699186315,181.04520614108105,1616.0,1071.0,28.8515406162465,0.0,21154.0,3175.0
2024,10,1449.0,175.0,6,6.0,1,3,5,5,17.690286621315373,80.71671358448195,6901.593506517005,4,3,10,0,0,0.0007244703698180171,289.8,35.0,1.2,1.0,241.5,29.166666666666668,241.5,1380.0,175.0,1224.0,1326.5,1216.9166666666667,154.52184311611137,181.06877146542925,1616.0,1071.0,5.0,0.0,22534.0,3350.0
2024,11,1938.0,175.0,6,6.0,1,3,5,5,17.690286621315373,80.71671358448195,6901.593506517005,4,3,11,0,0,0.0007244703698180171,387.6,35.0,1.2,1.0,323.0,29.166666666666668,323.0,1449.0,175.0,1300.0,1342.3333333333333,1255.3333333333333,201.29828613279383,187.97623963327518,1616.0,1071.0,33.74741200828157,0.0,23983.0,3525.0
2024,12,1626.0,175.0,6,6.0,1,3,5,5,17.690286621315373,80.71671358448195,6901.593506517005,4,3,12,0,0,0.0007244703698180171,325.2,35.0,1.2,1.0,271.0,29.166666666666668,271.0,1938.0,175.0,1589.0,1396.0,1335.6666666666667,304.20552263231536,296.4186228967401,1938.0,1071.0,-16.09907120743034,0.0,25921.0,3700.0
2025,1,1838.0,175.0,6,6.0,1,3,5,5,17.690286621315373,80.71671358448195,6901.593506517005,1,4,1,0,0,0.0007244703698180171,367.6,35.0,1.2,1.0,306.3333333333333,29.166666666666668,306.3333333333333,1626.0,175.0,1671.0,1447.5,1392.3333333333333,247.58634857358382,306.6155573352399,1938.0,1071.0,13.038130381303812,0.0,27547.0,3875.0
2025,2,3055.0,175.0,6,6.0,1,3,5,5,17.690286621315373,80.71671358448195,6901.593506517005,1,4,2,0,0,0.0007244703698180171,611.0,35.0,1.2,1.0,509.1666666666667,29.166666666666668,509.1666666666667,1838.0,175.0,1800.6666666666667,1550.3333333333333,1466.3333333333333,159.31520119980226,318.68647079326473,1938.0,1071.0,66.2132752992383,0.0,29385.0,4050.0
2025,3,2668.0,175.0,6,6.0,1,3,5,5,17.690286621315373,80.71671358448195,6901.593506517005,1,4,3,0,0,0.0007244703698180171,533.6,35.0,1.2,1.0,444.6666666666667,29.166666666666668,444.6666666666667,3055.0,175.0,2173.0,1881.0,1593.0833333333333,771.1543295605621,614.1700090365855,3055.0,1380.0,-12.667757774140753,0.0,32440.0,4225.0
2025,4,3335.0,175.0,6,6.0,1,3,5,5,17.690286621315373,80.71671358448195,6901.593506517005,2,4,4,0,0,0.0007244703698180171,667.0,35.0,1.2,1.0,555.8333333333334,29.166666666666668,555.8333333333334,2668.0,175.0,2520.3333333333335,2095.6666666666665,1711.0833333333333,621.7928379559654,628.9517204576724,3055.0,1449.0,25.0,0.0,35108.0,4400.0
2025,5,2920.0,175.0,6,6.0,1,3,5,5,17.690286621315373,80.71671358448195,6901.593506517005,2,4,5,0,0,0.0007244703698180171,584.0,35.0,1.2,1.0,486.6666666666667,29.166666666666668,486.6666666666667,3335.0,175.0,3019.3333333333335,2410.0,1876.1666666666667,334.927355307585,707.5080211559437,3335.0,1626.0,-12.443778110944528,0.0,38443.0,4575.0
2025,6,4371.0,175.0,6,6.0,1,3,5,5,17.690286621315373,80.71671358448195,6901.593506517005,2,4,6,0,0,0.0007244703698180171,874.2,35.0,1.2,1.0,728.5,29.166666666666668,728.5,2920.0,175.0,2974.3333333333335,2573.6666666666665,1984.8333333333333,336.80310766578935,689.8453933068378,3335.0,1626.0,49.69178082191781,0.0,41363.0,4750.0
2025,7,2969.0,175.0,6,6.0,1,3,5,5,17.690286621315373,80.71671358448195,6901.593506517005,3,4,7,0,0,0.0007244703698180171,593.8,35.0,1.2,1.0,494.8333333333333,29.166666666666668,494.8333333333333,4371.0,175.0,3542.0,3031.1666666666665,2239.3333333333335,747.3198779639145,831.3760681344306,4371.0,1838.0,-32.075040036604896,0.0,45734.0,4925.0
2025,8,2608.0,205.0,7,6.0,1,3,6,5,17.690286621315373,80.71671358448195,6901.593506517005,3,4,8,0,0,0.0007244703698180171,521.6,41.0,1.4,0.8571428571428571,372.57142857142856,29.285714285714285,434.6666666666667,2969.0,175.0,3420.0,3219.6666666666665,2385.0,823.9544890344368,603.8137681989913,4371.0,2668.0,-12.158976086224317,17.142857142857142,48703.0,5100.0
