district,year,month,reporting_month,units,load,total_services,billed_services,circle_count,division_count,subdivision_count,charging_station_count,latitude,longitude,district_area_sqkm
Warangal,2025,2,2025-02,1162.0,30.0,1,1.0,1,1,1,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2025,3,2025-03,724.0,30.0,1,1.0,1,1,1,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2025,4,2025-04,757.0,80.0,2,2.0,1,2,2,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2025,5,2025-05,1386.0,130.053,4,3.0,1,2,4,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2025,6,2025-06,2225.0,183.053,5,5.0,1,2,4,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2025,7,2025-07,686.0,183.053,5,5.0,1,2,4,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2025,8,2025-08,1226.0,236.0,5,5.0,1,2,4,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2025,9,2025-09,931.0,236.0,5,5.0,1,2,4,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2025,10,2025-10,2242.0,236.0,5,5.0,1,2,4,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2025,11,2025-11,1834.0,292.0,6,5.0,1,2,4,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2025,12,2025-12,2841.0,348.0,7,6.0,1,2,4,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2026,1,2026-01,18759.0,348.0,7,7.0,1,2,4,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2026,2,2026-02,18937.0,348.0,7,7.0,1,2,4,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2026,3,2026-03,18780.0,348.0,7,7.0,1,2,4,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2026,4,2026-04,3772.0,348.0,7,7.0,1,2,4,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2026,5,2026-05,5987.0,348.0,7,7.0,1,2,4,3,17.866192088329413,79.75106414913724,1749.5927673209285
Warangal,2026,6,2026-06,4841.0,348.0,7,7.0,1,2,4,3,17.866192088329413,79.75106414913724,1749.5927673209285
Yadadri Bhuvanagiri,2021,9,2021-09,57.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2021,10,2021-10,109.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2021,11,2021-11,151.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2021,12,2021-12,211.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2022,1,2022-01,244.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2022,2,2022-02,30.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2022,3,2022-03,56.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2022,4,2022-04,65.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2022,6,2022-06,82.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2022,7,2022-07,159.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2022,8,2022-08,107.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2022,9,2022-09,93.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2022,10,2022-10,98.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2022,11,2022-11,65.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2022,12,2022-12,42.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2023,1,2023-01,52.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2023,2,2023-02,47.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2023,3,2023-03,37.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2023,4,2023-04,46.0,40.0,1,1.0,1,1,1,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2023,5,2023-05,49.0,95.0,2,1.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2023,6,2023-06,30.0,95.0,2,2.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2023,7,2023-07,617.0,95.0,2,2.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2023,8,2023-08,170.0,95.0,2,2.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2023,9,2023-09,347.0,95.0,2,2.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2023,10,2023-10,240.0,149.0,3,2.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2023,11,2023-11,1523.0,204.0,4,4.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2023,12,2023-12,1992.0,258.0,5,4.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2024,1,2024-01,2541.0,312.0,6,6.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2024,2,2024-02,4575.0,312.0,6,6.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2024,3,2024-03,4310.0,312.0,6,6.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2024,4,2024-04,4897.0,312.0,6,6.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2024,5,2024-05,7093.0,312.0,6,6.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2024,6,2024-06,8448.0,312.0,6,6.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2024,7,2024-07,5977.0,312.0,6,6.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2024,8,2024-08,6781.0,312.0,6,6.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2024,9,2024-09,7504.0,312.0,6,6.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2024,10,2024-10,5970.0,312.0,6,6.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2024,11,2024-11,10447.0,312.0,6,6.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2024,12,2024-12,7827.0,337.0,7,7.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2025,1,2025-01,10715.0,337.0,7,7.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2025,2,2025-02,10618.0,553.0,11,11.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2025,3,2025-03,10822.0,769.0,15,11.0,1,2,2,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2025,4,2025-04,12156.0,1255.0,24,16.0,1,2,4,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2025,5,2025-05,16116.0,1309.0,25,24.0,1,2,4,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2025,6,2025-06,15567.0,1363.0,26,25.0,1,2,4,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2025,7,2025-07,14920.0,1363.0,26,26.0,1,2,4,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2025,8,2025-08,12664.0,1363.0,26,26.0,1,2,4,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2025,10,2025-10,16177.0,1363.0,26,26.0,1,2,4,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2025,11,2025-11,17868.0,1363.0,26,26.0,1,2,4,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2025,12,2025-12,20758.0,1364.38,26,26.0,1,2,4,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2026,1,2026-01,23543.0,1418.38,27,26.0,1,2,4,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2026,2,2026-02,23699.0,1538.38,29,27.0,1,2,4,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2026,3,2026-03,23944.0,1652.38,31,29.0,1,2,5,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2026,4,2026-04,28020.0,1712.38,32,32.0,1,2,5,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2026,5,2026-05,35691.0,1712.38,32,32.0,1,2,5,11,17.45116876980778,78.97868677858561,3229.8470269890395
Yadadri Bhuvanagiri,2026,6,2026-06,41763.0,1838.38,33,32.0,1,2,5,11,17.45116876980778,78.97868677858561,3229.8470269890395
